year,country,WEF_defacto_score,EF_PR_dejure_score,treatment_TRIPS,TRIPS_law_conformity,non_TRIPS_sum,EF_overall_score,EF_trade_freedom,borders_treated
2007,Kazakhstan,3.3,30,1,1,0,59.6,69.2,1
2008,Kazakhstan,3.4,30,1,1,0,61.1,86.2,1
2009,Kazakhstan,3.2,25,1,1,0,60.1,86.2,1
2011,Kazakhstan,2.6,35,1,1,0,62.1,80.9,1
2012,Kazakhstan,3.2,40,1,1,0,63.6,79.6,1
2013,Kazakhstan,3.6,35,1,1,0,63,78.2,1
2014,Kazakhstan,3.7,30,1,1,0,63.7,78.2,1
2015,Kazakhstan,3.9,25,1,1,0,63.3,79,1
2016,Kazakhstan,4.1,30,1,1,0,63.6,77.4,1
2017,Kazakhstan,4,56.1,1,1,2,69,78.5,1
2018,Kazakhstan,4,56,1,1,2,69.1,75.6,1
2019,Kazakhstan,4.1,59.3,1,1,2,65.4,80,1
2006,Kenya,3,50,0,1,0,59.7,64.4,0
2007,Kenya,3,40,0,1,0,59.6,75,0
2008,Kenya,3.1,35,0,1,0,59.3,75,0
2009,Kenya,3.1,30,0,1,0,58.7,71.8,0
2011,Kenya,2.9,30,0,1,0,57.4,72.8,0
2012,Kenya,3.1,30,0,1,0,57.5,66.7,0
2013,Kenya,3.4,30,0,1,0,55.9,66.7,0
2014,Kenya,3.7,30,0,1,0,57.1,72.8,0
2015,Kenya,3.7,30,0,1,0,55.6,64,0
2016,Kenya,4,30,0,1,0,57.5,65.6,0
2017,Kenya,4.4,45.1,0,1,0,53.5,67.2,0
2018,Kenya,4.4,47.9,0,1,0,54.7,69.8,0
2019,Kenya,4.1,53.8,0,1,0,55.1,60.4,0
2006,Kuwait,3.5,50,0,1,0,66.5,77.2,0
2007,Kuwait,3.6,50,0,1,0,66.4,77.2,0
2008,Kuwait,3.6,55,0,1,0,68.1,81,0
2009,Kuwait,4,50,0,1,0,65.6,81,0
2011,Kuwait,3.9,50,0,1,0,64.9,81.6,0
2012,Kuwait,4,50,0,1,0,62.5,81.6,0
2013,Kuwait,3.8,50,0,1,0,63.1,76.8,0
2014,Kuwait,3.5,50,0,1,0,62.3,76.7,0
2015,Kuwait,3.7,45,0,1,0,62.5,76.2,0
2016,Kuwait,3.8,45,0,1,0,62.7,77.2,0
2017,Kuwait,3.9,55.5,0,1,0,65.1,78.7,1
2018,Kuwait,4,52,0,1,0,62.2,79.1,1
2019,Kuwait,4.1,52.9,0,1,0,60.8,79,1
2006,Lesotho,2.5,50,0,1,0,54.7,77.8,0
2007,Lesotho,2.5,40,0,1,0,53.2,54.4,0
2008,Lesotho,3.2,40,0,1,0,52.1,56.4,0
2009,Lesotho,3.4,40,0,1,0,49.7,57,0
2011,Lesotho,2.8,40,0,1,0,47.5,63.6,0
2012,Lesotho,3,40,0,1,0,46.6,69.1,0
2013,Lesotho,3.3,40,0,1,0,47.9,69.1,0
2014,Lesotho,3.5,40,0,1,0,49.5,68.6,0
2015,Lesotho,4.1,35,0,1,0,49.6,64.6,0
2016,Lesotho,4,30,0,1,0,50.6,85.8,0
2017,Lesotho,3.5,51.6,0,1,0,53.9,80.2,0
2018,Lesotho,3.6,49.4,0,1,0,53.9,68.5,0
2019,Lesotho,3.6,41.5,0,1,0,53.1,81,0
2006,Malaysia,5.1,50,0,1,0,61.6,76.6,0
2007,Malaysia,5.1,50,0,1,0,63.8,76.8,0
2008,Malaysia,4.8,50,0,1,0,63.9,76.2,0
2009,Malaysia,4.5,50,0,1,0,64.6,78.2,0
2011,Malaysia,4.9,50,0,1,0,66.3,78.7,0
2012,Malaysia,4.9,50,0,1,0,66.4,78.8,0
2013,Malaysia,4.8,55,0,1,0,66.1,77,0
2014,Malaysia,5.2,55,0,1,0,69.6,76.4,0
2015,Malaysia,5.4,55,0,1,0,70.8,80,0
2016,Malaysia,5.3,55,0,1,0,71.5,81.4,0
2017,Malaysia,5.3,85.3,0,1,0,73.8,81.2,0
2018,Malaysia,5.4,83.8,0,1,0,74.5,87.4,0
2019,Malaysia,5.4,84.1,0,1,0,74,82,0
2006,Mali,3.3,30,0,1,0,54.1,63.8,0
2007,Mali,3.3,30,0,1,0,54.7,68.6,0
2008,Mali,3.2,30,0,1,0,55.6,68.6,0
2009,Mali,3.2,30,0,1,0,55.6,73,0
2011,Mali,2.8,30,0,1,0,56.3,73.2,0
2012,Mali,2.9,30,0,1,0,55.8,73.2,0
2013,Mali,2.7,30,0,1,0,56.4,73.2,0
2014,Mali,3,20,0,1,0,55.5,73.2,0
2015,Mali,3.6,25,0,1,0,56.4,73.2,0
2016,Mali,3.9,25,0,1,0,56.5,70.2,0
2017,Mali,3.7,36.7,0,1,0,58.6,70.1,0
2018,Mali,3.4,31.9,0,1,0,57.6,68.7,0
2019,Mali,3.4,33.7,0,1,0,58.1,69.8,0
2006,Mauritania,3.3,30,0,1,0,55.7,62.6,0
2007,Mauritania,3.1,30,0,1,0,53.6,71.4,0
2008,Mauritania,2.7,30,0,1,0,55.2,70.2,0
2009,Mauritania,2.4,25,0,1,0,53.9,75.6,0
2011,Mauritania,2.7,25,0,1,0,52.1,69.9,0
2012,Mauritania,2.9,25,0,1,0,53,69.9,0
2013,Mauritania,2.5,25,0,1,0,52.3,64.8,0
2014,Mauritania,2.2,25,0,1,0,53.2,69,0
2015,Mauritania,2.1,25,0,1,0,53.3,69,0
2016,Mauritania,2.8,25,0,1,0,54.8,69,0
2017,Mauritania,3,22.5,0,1,0,54.4,62.3,0
2018,Mauritania,3.4,23.9,0,1,0,54,61.5,0
2019,Mauritania,3.4,27.5,0,1,0,55.7,62.6,0
2006,Mauritius,4,70,0,1,0,67.4,59,0
2007,Mauritius,4.1,60,0,1,0,69.4,80,0
2008,Mauritius,4.1,60,0,1,0,72.6,80.6,0
2009,Mauritius,4,60,0,1,0,74.3,86.8,0
2011,Mauritius,3.8,60,0,1,0,76.2,88,0
2012,Mauritius,3.8,65,0,1,0,77,87.9,0
2013,Mauritius,4,70,0,1,0,76.9,87.9,0
2014,Mauritius,4.2,65,0,1,0,76.5,88.6,0
2015,Mauritius,4.4,65,0,1,0,76.4,88.4,0
2016,Mauritius,4.5,60,0,1,0,74.7,88.6,0
2017,Mauritius,4.4,64.4,0,1,0,74.7,88.7,0
2018,Mauritius,4.5,68.7,0,1,0,75.1,88.7,0
2019,Mauritius,4.5,69.5,0,1,0,73,88.4,0
2006,Mexico,3.5,50,0,1,2,64.7,57.4,0
2007,Mexico,3.5,50,0,1,2,66,77.6,0
2008,Mexico,3.2,50,0,1,2,66.2,79,0
2009,Mexico,3.2,50,0,1,2,65.8,80.2,0
2011,Mexico,3.2,50,0,1,2,67.8,81.2,0
2012,Mexico,3.5,50,0,1,2,65.3,72.9,0
2013,Mexico,3.6,50,0,1,2,67,80.6,0
2014,Mexico,3.5,50,0,1,2,66.8,85.6,0
2015,Mexico,3.8,50,0,1,2,66.4,85.6,0
2016,Mexico,4.2,50,0,1,2,65.2,79.2,0
2017,Mexico,4.1,58.1,0,1,2,63.6,80,0
2018,Mexico,4.1,58.6,0,1,3,64.8,88,0
2019,Mexico,4.1,59.1,0,1,3,64.7,81.4,0
2006,Mongolia,2.4,30,0,1,0,62.4,77,0
2007,Mongolia,2.4,30,1,1,0,60.3,80,1
2008,Mongolia,2.5,30,1,1,0,63.6,81.4,1
2009,Mongolia,2.5,30,1,1,0,62.8,81.2,1
2011,Mongolia,2.2,30,1,1,0,59.5,79.8,1
2012,Mongolia,2.4,30,1,1,0,61.5,79.8,1
2013,Mongolia,2.5,30,1,1,0,61.7,79.8,1
2014,Mongolia,2.7,30,1,1,0,58.9,74.7,1
2015,Mongolia,3.2,30,1,1,0,59.2,74.8,1
2016,Mongolia,3.3,30,1,1,0,59.4,70,1
2017,Mongolia,3.2,51.3,1,1,0,54.8,74.9,1
2018,Mongolia,3.2,51,1,1,0,55.7,75.9,1
2019,Mongolia,3.1,48.2,1,1,0,55.4,75.8,1
2006,Morocco,3.5,30,0,1,0,51.5,35.2,0
2007,Morocco,3.8,30,0,1,0,56.4,61,0
2008,Morocco,3.3,35,0,1,0,55.6,62.6,0
2009,Morocco,3.1,35,0,1,0,57.7,68,0
2011,Morocco,3.5,40,0,1,0,59.6,75.8,1
2012,Morocco,3.4,40,0,1,0,60.2,75.7,1
2013,Morocco,3.3,40,0,1,0,59.6,70.8,1
2014,Morocco,3.7,40,0,1,0,58.3,58.8,1
2015,Morocco,4,40,0,1,0,60.1,78.2,1
2016,Morocco,4.3,40,0,1,3,61.3,81.8,1
2017,Morocco,4.4,55,0,1,3,61.5,84,1
2018,Morocco,4.6,53.8,0,1,4,61.9,79.4,1
2019,Morocco,4.9,57.2,0,1,6,62.9,77.4,1
2006,Mozambique,2.6,30,0,1,0,51.9,65.2,0
2007,Mozambique,2.6,30,0,1,0,54.7,70.2,0
2008,Mozambique,2.5,30,0,1,0,55.4,72.8,0
2009,Mozambique,2.5,30,0,1,0,55.7,73.4,0
2011,Mozambique,2.5,30,0,1,0,56.8,81,0
2012,Mozambique,2.6,30,0,1,0,57.1,81.1,0
2013,Mozambique,2.7,30,0,1,0,55,75.4,0
2014,Mozambique,2.7,30,0,1,0,55,75.5,0
2015,Mozambique,3,30,0,1,0,54.8,75.4,0
2016,Mozambique,3.2,30,0,1,0,53.2,70.8,0
2017,Mozambique,3.2,40.6,0,1,0,49.9,76.7,0
2018,Mozambique,3.1,35.4,0,1,0,46.3,76.7,0
2019,Mozambique,3,33.9,0,1,0,48.6,78,0
2006,Namibia,3.8,30,0,1,0,60.7,77.8,0
2007,Namibia,4.1,30,0,1,0,63.5,89,0
2008,Namibia,4.5,30,0,1,0,61.4,87.4,0
2009,Namibia,4.6,30,0,1,0,62.4,88.4,0
2011,Namibia,4.6,30,0,1,0,62.7,86.4,0
2012,Namibia,4.3,30,0,1,0,61.9,86.5,0
2013,Namibia,4.3,30,0,1,0,60.3,81.5,0
2014,Namibia,4.3,30,0,1,0,59.4,82.9,0
2015,Namibia,4.6,30,0,1,0,59.6,71.2,0
2016,Namibia,4.7,30,0,1,0,61.9,83.4,0
2017,Namibia,4.6,53.8,0,1,0,62.5,83.5,0
2018,Namibia,4.7,56.6,0,1,0,58.5,83.3,0
2019,Namibia,4.7,55.9,0,1,0,58.7,83,0
2006,Nepal,2.3,30,0,1,0,53.7,53.8,0
2007,Nepal,2.3,30,1,1,0,54.4,61.4,1
2008,Nepal,2.6,30,1,1,0,54.1,61.4,1
2009,Nepal,2.6,30,1,1,0,53.2,63.2,1
2011,Nepal,2.6,30,1,1,0,50.1,61.4,1
2012,Nepal,2.8,30,1,1,0,50.2,61.5,1
2013,Nepal,2.9,30,1,1,0,50.4,60.8,1
2014,Nepal,2.9,30,1,1,0,50.1,61,1
2015,Nepal,3.1,30,1,1,0,51.3,61.8,1
2016,Nepal,3.4,30,1,1,0,50.9,55.6,1
2017,Nepal,3.5,37.3,1,1,0,55.1,68.1,1
2018,Nepal,3.3,37.5,1,1,0,54.1,66.6,1
2019,Nepal,3.4,39.2,1,1,0,53.8,60.4,1
2006,New.Zealand,5.7,90,0,1,0,82,79.2,0
2007,New.Zealand,5.8,90,0,1,0,81.4,84,0
2008,New.Zealand,5.8,90,0,1,0,80.7,80.8,0
2009,New.Zealand,6,95,0,1,0,82,84.6,0
2011,New.Zealand,5.8,95,0,1,0,82.3,86.6,0
2012,New.Zealand,6.1,95,0,1,0,82.1,86.8,0
2013,New.Zealand,6,95,0,1,0,81.4,86.8,0
2014,New.Zealand,6,95,0,1,0,81.2,86.8,0
2015,New.Zealand,6.1,95,0,1,0,82.1,86.8,0
2016,New.Zealand,6.1,95,0,1,0,81.6,87.2,0
2017,New.Zealand,6.2,96.1,0,1,0,83.7,87.4,0
2018,New.Zealand,6,95.1,0,1,0,84.2,87.4,0
2019,New.Zealand,5.8,95,0,1,0,84.4,92.4,0
2006,Nicaragua,2.7,30,0,1,0,63.8,77.6,0
2007,Nicaragua,2.8,30,0,1,0,62.7,82.4,0
2008,Nicaragua,2.7,25,0,1,0,60.8,79.2,0
2009,Nicaragua,2.7,25,0,1,0,59.8,79.2,0
2011,Nicaragua,2.6,20,0,1,0,58.8,84.8,0
2012,Nicaragua,3.1,15,0,1,0,57.9,84.9,0
2013,Nicaragua,3.5,15,0,1,0,56.6,85.4,0
2014,Nicaragua,3.1,15,0,1,0,58.4,85.4,0
2015,Nicaragua,3,10,0,1,0,57.6,85.4,0
2016,Nicaragua,3,10,0,1,0,58.6,86.2,0
2017,Nicaragua,3.2,31.1,0,1,0,59.2,81,0
2018,Nicaragua,3.2,29.8,0,1,0,58.9,81,0
2019,Nicaragua,3.2,33.4,0,1,0,57.7,76,0
2006,Nigeria,3,30,0,1,0,48.7,51.2,0
2007,Nigeria,2.9,30,0,1,0,55.6,61.6,0
2008,Nigeria,2.9,30,0,1,0,55.1,63.4,0
2009,Nigeria,3.1,30,0,1,0,55.1,61.8,0
2011,Nigeria,2.8,30,0,1,0,56.7,65,0
2012,Nigeria,2.9,30,0,1,0,56.3,63.9,0
2013,Nigeria,2.8,30,0,1,0,55.1,63.9,0
2014,Nigeria,2.7,30,0,1,0,54.3,63.8,0
2015,Nigeria,3.1,30,0,1,0,55.6,63.8,0
2016,Nigeria,3.4,30,0,1,0,57.5,64.8,0
2017,Nigeria,3.2,35.3,0,1,0,57.1,62.3,0
2018,Nigeria,3.1,38,0,1,0,58.5,65.5,0
2019,Nigeria,3,36.5,0,1,0,57.3,62.4,0
2006,Norway,5.6,90,0,1,0,67.9,84.2,0
2007,Norway,5.6,90,0,1,0,67.9,89.2,0
2008,Norway,5.8,90,0,1,0,68.6,86.2,0
2009,Norway,5.7,90,0,1,0,70.2,89.2,0
2011,Norway,5.6,90,0,1,0,70.3,89.4,1
2012,Norway,5.5,90,0,1,0,68.8,89.3,1
2013,Norway,5.5,90,0,1,0,70.5,89.3,1
2014,Norway,5.6,90,0,1,0,70.9,89.1,1
2015,Norway,5.8,90,0,1,0,71.8,89.4,1
2016,Norway,6,90,0,1,0,70.8,87.8,1
2017,Norway,5.8,86.7,0,1,0,74,87.7,1
2018,Norway,5.5,86.4,0,1,0,74.3,87.9,1
2019,Norway,5.5,86.1,0,1,0,73,83.2,1
2006,Pakistan,3,30,0,1,0,57.9,59,0
2007,Pakistan,3.6,30,1,1,0,57.2,63.6,1
2008,Pakistan,3.2,30,1,1,0,55.6,65.2,1
2009,Pakistan,3,30,1,1,0,57,65.6,1
2011,Pakistan,3.1,30,1,1,0,55.1,67,1
2012,Pakistan,3,30,1,1,0,54.7,66,1
2013,Pakistan,2.9,30,1,1,0,55.1,66,1
2014,Pakistan,2.9,30,1,1,3,55.2,64.8,1
2015,Pakistan,3.2,30,1,1,3,55.6,65.6,1
2016,Pakistan,3.4,30,1,1,3,55.9,65,1
2017,Pakistan,3.6,36.4,1,1,3,52.8,67.2,1
2018,Pakistan,3.9,36,1,1,5,54.4,65.9,1
2019,Pakistan,4,41.5,1,1,5,55,64.8,1
2006,Panama,3.7,30,0,1,0,65.6,71.2,0
2007,Panama,4.1,30,0,1,0,64.6,76.2,0
2008,Panama,4,30,0,1,0,64.7,76.2,0
2009,Panama,3.8,30,0,1,0,64.7,76.2,0
2011,Panama,4.2,40,0,1,0,64.9,75.8,0
2012,Panama,4.6,40,0,1,0,65.2,74.8,0
2013,Panama,4.6,30,0,1,0,62.5,74.8,0
2014,Panama,4.4,30,0,1,0,63.4,74.2,0
2015,Panama,4.5,30,0,1,0,64.1,78.4,0
2016,Panama,4.8,30,0,1,0,64.8,77.8,0
2017,Panama,4.7,61.1,0,1,0,66.3,77.8,0
2018,Panama,4.4,60.9,0,1,0,67,77.8,0
2019,Panama,4.4,60.4,0,1,0,67.2,79.2,0
2006,Paraguay,2.1,30,0,1,0,55.6,74.6,0
2007,Paraguay,2.3,30,0,1,0,58.3,77.4,0
2008,Paraguay,2.2,35,0,1,0,60,78.4,0
2009,Paraguay,2.1,30,0,1,0,61,83.6,0
2011,Paraguay,2.3,30,0,1,0,62.3,83,0
2012,Paraguay,2.2,30,0,1,0,61.8,82.7,0
2013,Paraguay,2.3,30,0,1,0,61.1,82.7,0
2014,Paraguay,2.5,30,0,1,0,62,81.1,0
2015,Paraguay,3,30,0,1,0,61.1,81.4,0
2016,Paraguay,3.4,30,0,1,0,61.5,76.2,0
2017,Paraguay,3.4,38.2,0,1,0,62.4,76.6,0
2018,Paraguay,3.4,38.3,0,1,0,62.1,76.1,0
2019,Paraguay,3.4,39.5,0,1,0,61.8,76.6,0
2006,Peru,2.7,30,0,1,0,60.5,67.2,0
2007,Peru,2.7,40,0,1,0,62.7,72.6,0
2008,Peru,2.5,40,0,1,0,63.8,73.4,0
2009,Peru,2.5,40,0,1,0,64.6,79.4,0
2011,Peru,2.5,40,0,1,0,68.6,86,0
2012,Peru,2.6,40,0,1,0,68.7,85,0
2013,Peru,2.8,40,0,1,3,68.2,85,0
2014,Peru,2.8,40,0,1,3,67.4,87,0
2015,Peru,3.3,40,0,1,3,67.7,87,0
2016,Peru,3.6,40,0,1,3,67.4,87,0
2017,Peru,3.5,58.3,0,1,3,68.9,87.1,0
2018,Peru,3.3,56.9,0,1,3,68.7,87.1,0
2019,Peru,3.2,56.1,0,1,7,67.8,86.4,0
2006,Philippines,2.9,30,0,1,0,56.3,79.8,0
2007,Philippines,3.1,30,0,1,0,56,79.8,0
2008,Philippines,3.1,30,0,1,0,56,78.8,0
2009,Philippines,2.9,30,0,1,1,56.8,78.6,0
2011,Philippines,2.8,30,0,1,2,56.2,77.8,0
2012,Philippines,3.2,30,0,1,2,57.1,75.5,0
2013,Philippines,3.6,30,0,1,2,58.2,75.5,0
2014,Philippines,3.7,30,0,1,2,60.1,75.5,0
2015,Philippines,3.9,30,0,1,2,62.2,75.4,0
2016,Philippines,4,30,0,1,2,63.1,76.4,0
2017,Philippines,4.1,49.2,0,1,2,65.6,76.4,0
2018,Philippines,4.4,45,0,1,2,65,80.7,0
2019,Philippines,4.5,48.7,0,1,2,63.8,78.2,0
2006,Qatar,4.6,50,0,1,0,62.4,74.6,0
2007,Qatar,5,50,0,1,0,62.9,76.4,0
2008,Qatar,5.1,50,0,1,0,62.2,70.8,0
2009,Qatar,4.5,50,0,1,0,65.8,81.6,0
2011,Qatar,5.5,70,0,1,0,70.5,82.4,0
2012,Qatar,5.8,70,0,1,0,71.3,82.5,0
2013,Qatar,6,70,0,1,0,71.3,82.5,0
2014,Qatar,6,70,0,1,0,71.2,79.8,0
2015,Qatar,5.9,70,0,1,0,70.8,81.8,0
2016,Qatar,5.8,65,0,1,0,70.7,81.8,0
2017,Qatar,5.7,74.8,0,1,0,73.1,83.1,1
2018,Qatar,5.3,70.3,0,1,0,72.6,83.3,1
2019,Qatar,5.5,64.5,0,1,1,72.6,83.2,1
2006,Russia,2.4,30,0,1,0,52.4,62.6,0
2007,Russia,2.6,30,1,1,0,52.2,62.6,1
2008,Russia,2.9,30,1,1,0,49.8,44.2,1
2009,Russia,2.7,25,1,1,0,50.8,60.8,1
2011,Russia,2.5,25,1,1,0,50.5,68.2,1
2012,Russia,2.6,25,1,1,0,50.5,68.2,1
2013,Russia,2.9,25,1,1,5,51.1,77.4,1
2014,Russia,3,25,1,1,9,51.9,74.6,1
2015,Russia,3,20,1,1,12,52.1,75,1
2016,Russia,3.3,20,1,1,15,50.6,72.4,1
2017,Russia,3.7,47.6,1,1,21,57.1,75.2,1
2018,Russia,3.9,48.7,1,1,23,58.2,79.4,1
2019,Russia,3.8,52.4,1,1,23,58.9,77.8,1
2006,Singapore,6,90,0,1,0,88,85,0
2007,Singapore,6.2,90,0,1,0,87.1,90,0
2008,Singapore,6.3,90,0,1,0,87.3,90,0
2009,Singapore,6.2,90,0,1,0,87.1,90,0
2011,Singapore,6.1,90,0,1,0,87.2,90,0
2012,Singapore,6.1,90,0,1,0,87.5,90,0
2013,Singapore,6.1,90,0,1,0,88,90,0
2014,Singapore,6.2,90,0,1,0,89.4,90,0
2015,Singapore,6.2,90,0,1,0,89.4,90,0
2016,Singapore,6.3,90,0,1,0,87.8,90,0
2017,Singapore,6.2,97.1,0,1,0,88.6,90,0
2018,Singapore,6.3,98.4,0,1,0,88.8,90,0
2019,Singapore,6.4,97.4,0,1,0,89.4,94.8,0
2006,South Korea,4.5,50,0,1,0,63.7,77.8,0
2007,South Korea,5.4,50,0,1,0,63.5,73.8,0
2008,South Korea,5,50,0,1,0,63.4,74.2,0
2009,South Korea,4.2,50,0,1,2,63.8,74.8,0
2011,South Korea,4.1,50,0,1,2,62.7,77.2,0
2012,South Korea,4.3,50,0,1,2,62.7,76.3,0
2013,South Korea,4,50,0,1,2,61.8,76.3,0
2014,South Korea,3.7,50,0,1,2,62.5,76.1,0
2015,South Korea,4.2,50,0,1,4,62.6,76.6,0
2016,South Korea,4.4,50,0,1,6,61.9,77,0
2017,South Korea,4.4,67.6,0,1,6,62.3,77.3,0
2018,South Korea,4.6,67.7,0,1,8,63,71.6,0
2019,South Korea,4.6,58.8,1,1,10,58.3,76,0
2006,South.Africa,5.1,70,0,1,0,67.5,65,0
2007,South.Africa,5.2,70,0,1,0,67.8,69.2,0
2008,South.Africa,5.3,70,0,1,1,68.6,66.4,0
2009,South.Africa,5.2,70,0,1,1,68.1,70.2,0
2011,South.Africa,5,70,0,1,1,69.8,70.8,0
2012,South.Africa,5.3,70,0,1,2,69.9,72.6,0
2013,South.Africa,5.5,70,0,1,2,70.3,72.6,0
2014,South.Africa,5.3,70,0,1,2,71.2,72.6,0
2015,South.Africa,5.4,75,0,1,2,71.5,72.6,0
2016,South.Africa,5.7,70,0,1,4,71.7,74.6,0
2017,South.Africa,4.8,77.8,0,1,4,74.3,79.5,0
2018,South.Africa,4.4,79.4,0,1,4,73.8,80.4,0
2019,South.Africa,4.7,79.3,0,1,4,72.3,80.4,0
2006,Sri.Lanka,3.3,50,0,1,0,58.7,71.4,0
2007,Sri.Lanka,3.8,50,0,1,0,59.4,71.6,0
2008,Sri.Lanka,3.7,50,0,1,0,58.4,69.6,0
2009,Sri.Lanka,3.6,40,0,1,0,56,71,0
2011,Sri.Lanka,4.1,40,0,1,0,57.1,72.2,0
2012,Sri.Lanka,3.8,40,0,1,0,58.3,77.1,0
2013,Sri.Lanka,3.8,40,0,1,0,60.7,76.2,0
2014,Sri.Lanka,3.9,40,0,1,0,60,73.6,0
2015,Sri.Lanka,4.4,35,0,1,0,58.6,71.6,0
2016,Sri.Lanka,4.5,40,0,1,0,59.9,72.4,0
2017,Sri.Lanka,4.2,48,0,1,0,57.4,74.5,0
2018,Sri.Lanka,3.9,46.5,0,1,0,57.8,74.5,0
2019,Sri.Lanka,3.8,44.7,0,1,0,56.4,76.2,0
2006,Switzerland,6.2,90,0,1,0,78.9,82,0
2007,Switzerland,6.3,90,0,1,0,78,87,0
2008,Switzerland,6.3,90,0,1,0,79.5,87.2,0
2009,Switzerland,6.1,90,0,1,0,79.4,85.4,0
2011,Switzerland,6.1,90,0,1,0,81.9,90,1
2012,Switzerland,6,90,0,1,0,81.1,90,1
2013,Switzerland,6,90,0,1,0,81,90,1
2014,Switzerland,6,90,0,1,0,81.6,90,1
2015,Switzerland,6.2,90,0,1,0,80.5,90,1
2016,Switzerland,6.5,90,0,1,0,81,90,1
2017,Switzerland,6.6,86.9,0,1,0,81.5,90,1
2018,Switzerland,6.4,84.2,0,1,0,81.7,90,1
2019,Switzerland,6.3,85.3,0,1,0,81.9,87.4,1
2006,Taiwan..China,4.9,70,0,1,0,69.7,81.8,0
2007,Taiwan..China,4.9,70,0,1,0,69.4,81.6,0
2008,Taiwan..China,4.9,70,0,1,0,70.3,86.7,0
2009,Taiwan..China,5,70,0,1,0,69.5,85.2,0
2011,Taiwan..China,5,70,0,1,0,70.8,86.2,0
2012,Taiwan..China,5.2,70,0,1,0,71.9,85,0
2013,Taiwan..China,5.2,70,0,1,0,72.7,85,0
2014,Taiwan..China,5.1,70,0,1,0,73.9,85.8,0
2015,Taiwan..China,5.2,70,0,1,0,75.1,86.4,0
2016,Taiwan..China,5.2,70,0,1,0,74.7,86.4,0
2017,Taiwan..China,5.2,86.5,0,1,0,76.5,86.2,0
2018,Taiwan..China,5,84.3,0,1,0,76.6,86.2,0
2019,Taiwan..China,5.3,85.4,0,1,0,77.3,87,0
2006,Tanzania,3.1,30,0,1,0,58.5,68.6,0
2007,Tanzania,3.2,30,0,1,0,56.8,73.6,0
2008,Tanzania,2.9,30,0,1,0,56.5,73.2,0
2009,Tanzania,3.1,30,0,1,0,58.3,75.6,0
2011,Tanzania,3.3,30,0,1,0,57,69.6,0
2012,Tanzania,3.1,30,0,1,0,57,73.5,0
2013,Tanzania,3.2,30,0,1,0,57.9,73.5,0
2014,Tanzania,3.3,30,0,1,0,57.8,76.8,0
2015,Tanzania,3.2,30,0,1,0,57.5,67,0
2016,Tanzania,3.6,25,0,1,0,58.5,73.2,0
2017,Tanzania,3.7,33.8,0,1,0,58.6,76,0
2018,Tanzania,3.9,38,0,1,0,59.9,76.9,0
2019,Tanzania,4.1,35.4,0,1,0,60.2,67.8,0
2006,Thailand,4.2,50,0,1,0,63.3,68.4,0
2007,Thailand,4.1,50,0,1,0,63.5,74.2,0
2008,Thailand,3.8,50,0,1,5,62.3,75.2,0
2009,Thailand,3.3,50,0,1,5,63,75.6,0
2011,Thailand,3.1,45,0,1,5,64.7,75.9,0
2012,Thailand,3.1,45,0,1,5,64.9,75.2,0
2013,Thailand,3.1,45,0,1,5,64.1,75.2,0
2014,Thailand,3.1,45,0,1,5,63.3,75,0
2015,Thailand,3.2,40,0,1,5,62.4,75.4,0
2016,Thailand,3.3,40,0,1,7,63.9,77.6,0
2017,Thailand,3.5,51.3,0,1,7,66.2,82.8,0
2018,Thailand,3.7,48.6,0,1,7,67.1,83.1,0
2019,Thailand,3.7,53.7,0,1,7,68.3,83,0
2006,Trinidad.and.Tobago,3.1,70,0,1,0,70.4,75.2,0
2007,Trinidad.and.Tobago,3.1,70,0,1,0,70.6,79,0
2008,Trinidad.and.Tobago,3.2,65,0,1,0,69.5,79,0
2009,Trinidad.and.Tobago,3.2,60,0,1,0,68,79.8,0
2011,Trinidad.and.Tobago,3.5,50,0,1,0,66.5,81.7,0
2012,Trinidad.and.Tobago,3.4,50,0,1,0,64.4,69.9,0
2013,Trinidad.and.Tobago,3.3,50,0,1,0,62.3,69.9,0
2014,Trinidad.and.Tobago,3.2,50,0,1,0,62.7,78.6,0
2015,Trinidad.and.Tobago,3.4,50,0,1,0,64.1,78.6,0
2016,Trinidad.and.Tobago,3.6,50,0,1,0,62.9,78.6,0
2017,Trinidad.and.Tobago,3.7,54.7,0,1,0,61.2,78.6,0
2018,Trinidad.and.Tobago,4,54.9,0,1,0,57.7,73.5,0
2019,Trinidad.and.Tobago,3.7,52.3,0,1,0,57,68.4,0
2006,Turkey,3.2,50,0,1,4,57,81,0
2007,Turkey,3.4,50,0,1,4,57.4,81,0
2008,Turkey,3,50,0,1,4,59.9,86.8,0
2009,Turkey,2.7,50,0,1,4,61.6,86.6,0
2011,Turkey,2.7,50,0,1,4,64.2,85.4,1
2012,Turkey,3.3,50,0,1,6,62.5,85.4,1
2013,Turkey,3.6,50,0,1,6,62.9,85.2,1
2014,Turkey,3.7,50,0,1,6,64.9,84.5,1
2015,Turkey,3.7,45,0,1,6,63.2,84.6,1
2016,Turkey,3.7,40,0,1,6,62.1,84.4,1
2017,Turkey,3.7,61.3,0,1,6,65.2,79.4,1
2018,Turkey,3.7,54.7,0,1,7,65.4,78.6,1
2019,Turkey,3.9,55.8,0,0.5,12,64.6,79.6,1
2006,Uganda,2.5,30,0,1,0,63.9,74,0
2007,Uganda,2.7,30,0,1,0,63.1,68.8,0
