year,country,WEF_defacto_score,EF_PR_dejure_score,treatment_TRIPS,TRIPS_law_conformity,non_TRIPS_sum,EF_overall_score,EF_trade_freedom,borders_treated
2015,Costa.Rica,0.503542222,0.232493049,0,1,0,0.582544045,0.842733373,0
2016,Costa.Rica,0.691562495,0.232493049,0,1,0,0.602202336,0.637357874,0
2017,Costa.Rica,0.973592903,0.30539649,0,1,2,0.366302844,0.926750622,0
2018,Costa.Rica,0.973592903,0.451203374,0,1,2,0.425277717,0.926750622,0
2019,Costa.Rica,0.785572631,0.610679653,0,1,2,0.395790281,0.618687374,0
2006,Dominican.Republic,-0.624579413,-0.678799972,0,1,0,-0.488832814,-0.68824762,0
2007,Dominican.Republic,-0.43655914,-0.678799972,0,1,0,-0.439687086,-0.090791623,0
2008,Dominican.Republic,-0.342549004,-0.678799972,0,1,0,-0.351224777,-0.165473622,0
2009,Dominican.Republic,-0.530569277,-0.678799972,0,1,0,-0.203787594,-0.165473622,0
2011,Dominican.Republic,-1.18864023,-0.678799972,0,1,12,-0.125154431,0.469323375,0
2012,Dominican.Republic,-1.000619958,-0.678799972,0,1,12,-0.10549614,0.497329124,0
2013,Dominican.Republic,-0.718589549,-0.678799972,0,1,12,-0.154641867,0.282618376,0
2014,Dominican.Republic,-0.530569277,-0.678799972,0,1,12,0.002624461,0.282618376,0
2015,Dominican.Republic,-0.154528732,-0.678799972,0,1,12,-0.026862976,0.282618376,0
2016,Dominican.Republic,0.221511813,-0.906623228,0,1,12,-0.026862976,0.226606876,0
2017,Dominican.Republic,0.033491541,0.51043742,0,1,12,0.159890789,0.207936376,0
2018,Dominican.Republic,0.127501677,0.309952956,0,1,12,0.032111897,-0.221485122,0
2019,Dominican.Republic,0.503542222,0.259831839,0,1,12,-0.026862976,0.095913376,0
2006,Ecuador,-1.094630094,-0.678799972,0,1,0,-0.655928287,-0.725588619,0
2007,Ecuador,-1.000619958,-0.678799972,0,1,0,-0.587124269,-0.725588619,0
2008,Ecuador,-1.282650367,-0.678799972,0,1,0,-0.596953414,-0.66957712,0
2009,Ecuador,-1.376660503,-0.906623228,0,1,0,-0.862340343,-0.202814622,0
2011,Ecuador,-1.000619958,-1.134446483,0,1,0,-1.393114199,0.114583876,0
2012,Ecuador,-0.906609822,-1.134446483,0,1,0,-1.275164453,-0.62290087,0
2013,Ecuador,-0.154528732,-1.134446483,0,1,0,-1.41277249,-0.62290087,0
2015,Ecuador,0.033491541,-1.362269738,0,1,0,-1.186702144,-0.314837621,0
2016,Ecuador,-0.060518595,-1.362269738,0,1,0,-1.245677017,-0.314837621,0
2017,Ecuador,-0.342549004,-0.282387508,0,1,0,-1.176872999,-0.473536871,0
2018,Ecuador,-0.248538868,-0.37351681,0,1,0,-1.255506162,-0.55755412,0
2019,Ecuador,-0.154528732,-0.409968531,0,1,0,-1.41277249,-0.781600119,0
2006,Egypt,-0.248538868,0.232493049,0,1,0,-0.793536324,-1.603102115,0
2007,Egypt,-0.248538868,-0.223153462,0,1,0,-0.675586578,-1.640443115,0
2008,Egypt,-0.154528732,-0.223153462,0,1,0,-0.272591613,-0.818941119,0
2009,Egypt,-0.060518595,-0.223153462,0,1,0,-0.32173734,-1.061657618,0
2011,Egypt,-0.43655914,-0.223153462,0,1,0,-0.21361674,-0.072121123,0
2012,Egypt,-0.43655914,-0.450976717,0,1,0,-0.331566486,-0.072121123,0
2013,Egypt,-0.530569277,-0.450976717,0,1,0,-0.636269996,-0.090791623,0
2014,Egypt,-0.812599685,-1.134446483,0,1,0,-0.823023761,-0.314837621,0
2015,Egypt,-0.530569277,-1.134446483,0,1,0,-0.596953414,-0.445531121,0
2016,Egypt,-0.530569277,-1.134446483,0,1,0,-0.51832025,-0.389519621,0
2017,Egypt,-0.718589549,-0.432750857,0,1,0,-0.852511197,-0.426860621,0
2018,Egypt,-0.43655914,-0.555775415,0,1,0,-0.773878033,-0.361513871,0
2019,Egypt,0.033491541,-0.359847415,0,1,0,-0.862340343,-0.277496622,0
2006,El.Salvador,-0.248538868,0.232493049,0,1,0,0.818443537,0.151924876,0
2007,El.Salvador,-0.43655914,0.232493049,0,1,0,0.749639519,0.170595376,0
2008,El.Salvador,-0.906609822,0.232493049,0,1,0,0.710322937,0.170595376,0
2009,El.Salvador,-0.812599685,0.232493049,0,1,0,0.838101828,0.656028374,0
2011,El.Salvador,-1.094630094,-0.223153462,0,1,0,0.739810373,0.954756372,0
2012,El.Salvador,-1.282650367,-0.223153462,0,1,0,0.729981228,0.394641375,0
2013,El.Salvador,-0.812599685,-0.223153462,0,1,0,0.533398318,0.394641375,0
2014,El.Salvador,-0.248538868,-0.223153462,0,1,0,0.48425259,0.394641375,0
2015,El.Salvador,-0.342549004,-0.450976717,0,1,0,0.435106863,0.973426872,0
2016,El.Salvador,-0.342549004,-0.450976717,0,1,0,0.37613199,1.029438372,0
2017,El.Salvador,-0.530569277,0.018339189,0,1,0,0.277840535,1.094785121,0
2018,El.Salvador,-0.624579413,-0.34617802,0,1,0,0.189378225,1.085449871,0
2019,El.Salvador,-0.624579413,-0.332508624,0,1,0,0.051770188,0.618687374,0
2006,Ethiopia,-1.18864023,-0.678799972,0,1,0,-1.019606671,-1.565761115,0
2007,Ethiopia,-0.812599685,-0.678799972,0,1,0,-0.754219742,-1.098998618,0
2008,Ethiopia,-0.43655914,-0.678799972,0,1,0,-0.862340343,-1.098998618,0
2009,Ethiopia,-0.43655914,-0.678799972,0,1,0,-0.813194615,-0.57622462,0
2011,Ethiopia,-0.154528732,-0.678799972,0,1,0,-1.058923253,-0.856282119,0
2012,Ethiopia,-0.060518595,-0.678799972,0,1,0,-0.91148607,-0.856282119,0
2013,Ethiopia,-0.248538868,-0.678799972,0,1,0,-1.167043853,-1.005646118,0
2014,Ethiopia,-0.624579413,-0.678799972,0,1,0,-1.10806898,-0.986975618,0
2015,Ethiopia,-0.43655914,-0.678799972,0,1,0,-0.960631798,-0.968305118,0
2016,Ethiopia,0.033491541,-0.678799972,0,1,0,-0.960631798,-0.912293618,0
2017,Ethiopia,0.033491541,-0.56033188,0,1,0,-0.842682052,-0.902958369,0
2018,Ethiopia,0.033491541,-0.628678856,0,1,0,-0.832852906,-1.313709366,0
2019,Ethiopia,-0.624579413,-0.56033188,0,1,0,-0.754219742,-1.304374117,0
2012,Gabon,-0.624579413,-0.223153462,0,1,0,-0.479003668,-1.276368367,0
2013,Gabon,-1.094630094,-0.223153462,0,1,0,-0.341395631,-1.276368367,0
2014,Gabon,-0.906609822,-0.223153462,0,1,0,-0.341395631,-1.285703617,0
2015,Gabon,-0.248538868,-0.223153462,0,1,0,-0.292249904,-1.285703617,0
2016,Gabon,-0.154528732,-0.223153462,0,1,0,-0.223445885,-1.211021617,0
2019,Gabon,-0.43655914,-0.765372809,0,1,0,-0.488832814,-2.200558112,0
2006,Georgia,-1.094630094,-0.678799972,0,1,0,0.317157117,-0.66957712,0
2007,Georgia,-0.906609822,-0.678799972,0,1,0,0.788956101,-0.277496622,0
2008,Georgia,-0.906609822,-0.450976717,0,1,0,0.779126955,-0.352178621,0
2009,Georgia,-0.906609822,-0.450976717,0,1,0,0.838101828,0.544005374,0
2011,Georgia,-0.906609822,-0.223153462,0,1,0,0.897076701,1.34683687,0
2012,Georgia,-1.094630094,-0.223153462,0,1,0,0.798785246,1.34683687,0
2013,Georgia,-1.000619958,0.004669793,0,1,0,1.07400132,1.34683687,0
2014,Georgia,-0.718589549,-0.223153462,0,1,0,1.113317902,1.29082537,0
2015,Georgia,-0.43655914,-0.223153462,0,1,0,1.152634484,1.29082537,0
2016,Georgia,-0.154528732,-0.223153462,0,1,0,1.113317902,1.29082537,0
2017,Georgia,-0.060518595,0.464872769,0,1,0,1.447508849,1.29082537,0
2018,Georgia,0.033491541,0.815720582,0,1,0,1.46716714,1.36550737,0
2019,Georgia,0.033491541,0.956971001,0,1,0,1.437679703,1.29082537,1
2008,Ghana,-0.43655914,0.232493049,0,1,0,-0.420028795,-1.098998618,0
2009,Ghana,-0.530569277,0.232493049,0,1,0,-0.311908195,-1.098998618,0
2011,Ghana,-0.624579413,0.232493049,0,1,0,-0.184129303,-0.65090662,0
2012,Ghana,-0.624579413,0.232493049,0,1,0,-0.056350412,-0.65090662,0
2013,Ghana,0.127501677,0.232493049,0,1,0,0.002624461,-0.65090662,0
2014,Ghana,0.31552195,0.232493049,0,1,0,0.28766968,-0.930964118,0
2015,Ghana,0.127501677,0.232493049,0,1,0,0.169719934,-0.930964118,0
2016,Ghana,0.127501677,0.232493049,0,1,0,0.169719934,-0.912293618,0
2017,Ghana,0.31552195,0.30539649,0,1,0,-0.498661959,-0.902958369,0
2018,Ghana,0.409532086,0.182371933,0,1,0,-0.51832025,-0.902958369,0
2019,Ghana,0.127501677,0.191484863,0,1,0,-0.370883068,-1.061657618,0
2006,Guatemala,-1.000619958,-0.678799972,0,1,0,-0.21361674,0.039901877,0
2007,Guatemala,-0.624579413,-0.678799972,0,1,0,-0.076008703,0.506664374,0
2008,Guatemala,-1.000619958,-0.678799972,0,1,0,-0.144812721,0.338629875,0
2009,Guatemala,-1.18864023,-0.678799972,0,1,0,-0.184129303,0.338629875,0
2011,Guatemala,-1.18864023,-0.450976717,0,1,0,0.061599334,0.917415372,0
2012,Guatemala,-1.094630094,-0.678799972,0,1,0,-0.036692121,0.917415372,0
2013,Guatemala,-0.812599685,-0.678799972,0,1,0,-0.125154431,0.973426872,0
2014,Guatemala,-0.624579413,-0.906623228,0,1,0,-0.007204685,0.992097372,0
2015,Guatemala,-0.248538868,-1.134446483,0,1,0,-0.085837849,0.917415372,0
2016,Guatemala,0.127501677,-1.134446483,0,1,0,0.051770188,1.085449871,0
2017,Guatemala,0.033491541,0.004669793,0,1,0,0.169719934,1.141461371,0
2018,Guatemala,0.033491541,-0.204927601,0,1,0,0.209036516,1.160131871,0
2019,Guatemala,-0.060518595,-0.209484067,0,1,0,0.130403352,0.693369373,0
2012,Guinea,-1.470670639,-1.134446483,0,1,0,-1.029435816,-1.267033117,0
2013,Guinea,-1.470670639,-1.134446483,0,1,0,-0.990119234,-1.267033117,0
2014,Guinea,-1.470670639,-1.134446483,0,1,0,-0.764048888,-1.267033117,0
2015,Guinea,-1.470670639,-1.362269738,0,1,0,-0.901656925,-1.267033117,0
2017,Guinea,0.31552195,-1.334930948,0,1,0,-1.343968472,-1.267033117,0
2018,Guinea,0.31552195,-0.56944481,0,1,0,-0.891827779,-1.267033117,0
2019,Guinea,0.879582767,-0.464646112,0,1,0,-0.547807687,-1.080328118,0
2006,Guyana,-1.846711184,0.232493049,0,1,0,-0.459345377,-1.024316618,0
2007,Guyana,-1.658690912,-0.223153462,0,1,0,-0.744390597,-0.725588619,0
2008,Guyana,-1.564680775,-0.223153462,0,1,0,-1.226018726,-0.837611619,0
2009,Guyana,-1.282650367,-0.223153462,0,1,0,-1.265335308,-0.202814622,0
2011,Guyana,-0.530569277,-0.678799972,0,1,0,-1.167043853,-0.324172871,0
2012,Guyana,-0.342549004,-0.678799972,0,1,0,-0.980290089,-0.305502372,0
2013,Guyana,-0.248538868,-0.678799972,0,1,0,-0.734561451,-0.333508121,0
2014,Guyana,-0.43655914,-0.678799972,0,1,0,-0.547807687,-0.258826122,0
2015,Guyana,-0.43655914,-0.906623228,0,1,0,-0.567465978,-0.258826122,0
2011,Haiti,-2.034731457,-1.590092994,0,1,0,-0.901656925,0.002560877,0
2012,Haiti,-2.034731457,-1.590092994,0,1,0,-1.039264962,0.002560877,0
2013,Haiti,-1.658690912,-1.590092994,0,1,0,-1.294822744,0.002560877,0
2014,Haiti,-1.470670639,-1.590092994,0,1,0,-1.21618958,-0.408190121,0
2015,Haiti,-1.376660503,-1.590092994,0,1,0,-0.980290089,0.263947876,0
2017,Haiti,-1.376660503,-1.471624901,0,1,0,-1.147385562,-0.389519621,0
2018,Haiti,-1.376660503,-0.902066763,0,1,0,-0.537978541,-0.268161372,0
2019,Haiti,-1.282650367,-1.571867133,0,1,0,-0.842682052,-0.258826122,0
2006,Honduras,-0.906609822,-0.678799972,0,1,0,-0.380712213,-0.501542621,0
2007,Honduras,-0.43655914,-0.678799972,0,1,0,-0.21361674,0.413311875,0
2008,Honduras,-0.342549004,-0.678799972,0,1,0,-0.233275031,0.301288875,0
2009,Honduras,-0.624579413,-0.678799972,0,1,0,-0.252933322,0.301288875,0
2011,Honduras,-0.43655914,-0.678799972,0,1,0,-0.262762467,0.207936376,0
2012,Honduras,-0.530569277,-0.678799972,0,1,0,-0.243104176,0.217271626,0
2013,Honduras,-0.624579413,-0.678799972,0,1,0,-0.282420758,0.217271626,0
2014,Honduras,-0.248538868,-0.678799972,0,1,0,-0.41019965,0.058572377,0
2015,Honduras,0.409532086,-0.678799972,0,1,0,-0.380712213,0.263947876,0
2016,Honduras,0.31552195,-0.678799972,0,1,0,-0.351224777,0.338629875,0
2017,Honduras,0.033491541,0.004669793,0,1,0,-0.243104176,0.338629875,0
2018,Honduras,0.127501677,-0.027225462,0,1,0,-0.066179558,0.898744872,0
2019,Honduras,0.127501677,-0.068233648,0,1,0,-0.10549614,0.431982375,0
2006,Hong.Kong.SAR,1.443643585,2.055079091,0,1,0,2.685981181,1.42151887,0
2007,Hong.Kong.SAR,1.631663857,2.055079091,0,1,0,2.813760073,1.888281367,0
2008,Hong.Kong.SAR,1.537653721,2.055079091,0,1,0,2.794101782,1.888281367,0
2009,Hong.Kong.SAR,1.443643585,2.055079091,0,1,0,2.823589218,1.888281367,0
2011,Hong.Kong.SAR,1.631663857,2.055079091,0,1,0,2.794101782,1.42151887,0
2012,Hong.Kong.SAR,1.725673993,2.055079091,0,1,0,2.813760073,1.42151887,0
2013,Hong.Kong.SAR,1.81968413,2.055079091,0,1,0,2.7547852,1.42151887,0
2014,Hong.Kong.SAR,1.913694266,2.055079091,0,1,0,2.833418364,1.42151887,0
2015,Hong.Kong.SAR,2.101714538,2.055079091,0,1,0,2.784272636,1.42151887,0
2016,Hong.Kong.SAR,2.101714538,2.055079091,0,1,0,2.685981181,1.42151887,0
2017,Hong.Kong.SAR,2.007704402,2.2236683,0,1,0,2.803930927,1.42151887,0
2018,Hong.Kong.SAR,2.007704402,2.168990719,0,1,0,2.843247509,1.42151887,0
2019,Hong.Kong.SAR,2.195724674,2.20544244,0,1,0,2.843247509,1.888281367,0
2006,Iceland,2.101714538,2.055079091,0,1,0,1.427850558,0.319959375,0
2007,Iceland,2.007704402,2.055079091,0,1,0,1.447508849,0.861403873,0
2008,Iceland,2.101714538,2.055079091,0,1,0,1.427850558,0.954756372,0
2009,Iceland,1.631663857,2.055079091,0,1,0,1.437679703,1.234813871,0
2011,Iceland,1.349633448,2.055079091,0,1,0,0.6808355,1.253484371,0
2012,Iceland,1.349633448,2.055079091,0,1,0,0.946222429,1.253484371,0
2013,Iceland,0.973592903,2.055079091,0,1,0,1.064172174,1.216143371,0
2014,Iceland,0.973592903,2.055079091,0,1,0,1.093659611,1.225478621,0
2015,Iceland,1.443643585,2.055079091,0,1,0,1.054343029,1.234813871,0
2016,Iceland,1.81968413,2.055079091,0,1,0,1.18212192,1.216143371,0
2017,Iceland,1.81968413,1.827255836,0,1,0,1.290242521,1.234813871,0
2018,Iceland,1.631663857,1.904715743,0,1,0,1.545800304,1.28149012,0
2019,Iceland,1.631663857,1.936610998,0,1,0,1.555629449,1.141461371,0
2006,India,0.409532086,0.232493049,0,1,0,-0.891827779,-4.739746099,0
2007,India,0.221511813,0.232493049,0,1,2,-0.724732306,-2.200558112,1
2008,India,-0.060518595,0.232493049,0,1,4,-0.705074015,-2.219228612,1
2009,India,-0.154528732,0.232493049,0,1,4,-0.675586578,-2.219228612,1
2011,India,-0.248538868,0.232493049,0,1,4,-0.655928287,-0.986975618,1
2012,India,-0.060518595,0.232493049,0,1,6,-0.655928287,-0.996310868,1
2013,India,-0.060518595,0.232493049,0,1,9,-0.596953414,-1.042987118,1
2014,India,-0.060518595,0.232493049,0,1,9,-0.547807687,-0.856282119,1
2015,India,0.409532086,0.460316304,0,1,11,-0.655928287,-0.949634618,1
2016,India,0.691562495,0.460316304,0,1,11,-0.498661959,-0.352178621,1
2017,India,0.597552358,0.478542164,0,1,13,-0.852511197,-0.202814622,1
2018,India,0.785572631,0.478542164,0,1,14,-0.665757433,-0.221485122,1
2019,India,0.597552358,0.565115001,0,1,24,-0.596953414,-0.221485122,1
2006,Indonesia,-0.342549004,-0.678799972,0,1,0,-0.921315216,-0.016109623,0
2007,Indonesia,-0.624579413,-0.678799972,0,1,0,-0.793536324,-0.072121123,0
2008,Indonesia,-0.812599685,-0.678799972,0,1,0,-0.793536324,-0.165473622,0
2009,Indonesia,-0.248538868,-0.678799972,0,1,0,-0.773878033,0.151924876,0
2011,Indonesia,-0.154528732,-0.678799972,0,1,0,-0.51832025,-0.090791623,0
2012,Indonesia,-0.060518595,-0.678799972,0,1,0,-0.479003668,-0.081456373,0
2013,Indonesia,0.127501677,-0.678799972,0,1,8,-0.429857941,0.021231377,0
2014,Indonesia,0.31552195,-0.678799972,0,1,15,-0.272591613,0.002560877,0
2015,Indonesia,0.503542222,-0.678799972,0,1,22,-0.311908195,0.002560877,0
2016,Indonesia,0.503542222,-0.678799972,0,1,27,-0.184129303,0.525334874,0
2017,Indonesia,0.691562495,0.155033142,0,1,27,0.061599334,0.534670124,0
2018,Indonesia,0.785572631,0.200597793,0,1,27,0.28766968,0.534670124,0
2019,Indonesia,0.785572631,0.332735281,0,1,27,0.444936008,0.469323375,0
2011,Iran..Islamic.Rep.,-1.000619958,-1.590092994,0,1,0,-1.884571474,-2.798014109,0
2012,Iran..Islamic.Rep.,-0.812599685,-1.590092994,0,1,0,-1.864913183,-2.713996859,0
2013,Iran..Islamic.Rep.,-0.906609822,-1.590092994,0,1,0,-1.776450874,-2.713996859,0
2014,Iran..Islamic.Rep.,-1.000619958,-1.590092994,0,1,0,-2.061496093,-3.115412607,0
2015,Iran..Islamic.Rep.,-0.812599685,-1.590092994,0,1,0,-1.914058911,-3.115412607,0
2016,Iran..Islamic.Rep.,-0.530569277,-1.590092994,0,1,0,-1.746963437,-1.883159614,0
2017,Iran..Islamic.Rep.,-0.248538868,-0.56944481,0,1,0,-1.058923253,-1.892494864,0
2018,Iran..Islamic.Rep.,-0.530569277,-0.564888345,0,1,0,-1.019606671,-1.892494864,0
2019,Iran..Islamic.Rep.,-1.000619958,-0.519323694,0,1,0,-0.99994838,-1.883159614,0
2006,Israel,1.443643585,1.14378607,0,1,0,0.307327971,0.581346374,0
2007,Israel,1.255623312,1.14378607,0,1,0,0.346644553,0.973426872,0
2008,Israel,0.691562495,1.14378607,0,1,0,0.494081736,1.104120371,0
2009,Israel,0.221511813,1.14378607,0,1,0,0.621860627,1.048108872,0
2011,Israel,0.785572631,1.14378607,0,1,0,0.710322937,1.216143371,0
2012,Israel,0.973592903,1.14378607,0,1,0,0.641518918,0.824062873,0
2013,Israel,0.785572631,1.14378607,0,1,0,0.553056609,0.768051373,0
2014,Israel,0.785572631,1.371609325,0,1,0,0.700493791,0.758716123,0
2015,Israel,1.161613176,1.371609325,0,1,0,0.906905847,1.29082537,0
2016,Israel,1.81968413,1.371609325,0,1,0,0.926564138,1.253484371,0
2017,Israel,2.007704402,1.230358907,0,1,0,0.828272683,1.234813871,0
2018,Israel,1.725673993,1.517416209,0,1,0,1.07400132,1.001432622,0
2019,Israel,1.725673993,1.599432581,0,1,0,1.132976193,0.898744872,0
2006,Jamaica,-0.060518595,0.232493049,0,1,0,0.503910881,-0.874952619,0
2007,Jamaica,-0.248538868,0.232493049,0,1,0,0.415448572,-0.408190121,0
2008,Jamaica,-0.248538868,0.232493049,0,1,0,0.435106863,-0.408190121,0
2009,Jamaica,-0.248538868,0.232493049,0,1,0,0.385961135,-0.389519621,0
2011,Jamaica,-0.342549004,-0.223153462,0,1,0,0.435106863,-0.240155622,0
2012,Jamaica,-0.342549004,-0.223153462,0,1,0,0.37613199,-0.249490872,0
2013,Jamaica,-0.248538868,-0.223153462,0,1,0,0.543227463,0.021231377,0
2014,Jamaica,0.033491541,-0.223153462,0,1,0,0.533398318,0.030566627,0
2015,Jamaica,0.409532086,-0.223153462,0,1,0,0.631689773,0.021231377,0
2016,Jamaica,0.597552358,-0.223153462,0,1,0,0.612031482,0.058572377,0
2017,Jamaica,0.597552358,0.597010257,0,1,0,0.808614392,0.049237127,0
2018,Jamaica,0.597552358,0.729147745,0,1,0,0.76929781,-0.370849121,0
2019,Jamaica,0.503542222,0.720034815,0,1,0,0.720152082,-0.59489512,0
2006,Japan,1.725673993,1.14378607,0,1,1,1.18212192,0.506664374,0
2007,Japan,1.725673993,1.14378607,0,1,1,1.123147047,0.506664374,0
2008,Japan,1.81968413,1.14378607,0,1,1,1.152634484,0.487993874,0
2009,Japan,1.537653721,1.14378607,0,1,1,1.132976193,0.674698874,0
2011,Japan,1.443643585,1.599432581,0,1,1,1.132976193,0.730710373,0
2012,Japan,1.537653721,1.599432581,0,1,1,1.015026447,0.656028374,0
2013,Japan,1.81968413,1.599432581,0,1,1,1.034684738,0.656028374,0
2014,Japan,2.101714538,1.599432581,0,1,1,1.093659611,0.712039873,0
2015,Japan,2.195724674,1.599432581,0,1,1,1.18212192,0.730710373,0
2016,Japan,2.007704402,1.599432581,0,1,1,1.162463629,0.730710373,0
2017,Japan,1.913694266,2.027740301,0,1,1,0.818443537,0.730710373,0
2018,Japan,2.007704402,1.872820487,0,1,2,1.083830465,0.702704623,0
2019,Japan,2.101714538,1.78624765,0,0.5,6,1.064172174,0.487993874,0
2006,Jordan,0.503542222,0.232493049,0,1,0,0.238523953,-1.173680617,0
2007,Jordan,0.597552358,0.232493049,0,1,0,0.317157117,-0.053450623,0
2008,Jordan,0.785572631,0.460316304,0,1,0,0.277840535,0.002560877,0
2009,Jordan,0.879582767,0.460316304,0,1,0,0.405619426,0.375970875,0
2011,Jordan,0.409532086,0.460316304,0,1,0,0.749639519,0.375970875,0
2012,Jordan,0.691562495,0.460316304,0,1,0,0.847930974,0.450652875,0
2013,Jordan,0.785572631,0.688139559,0,1,0,0.897076701,0.450652875,0
2014,Jordan,0.785572631,0.688139559,1,1,0,0.779126955,0.450652875,0
2015,Jordan,0.785572631,0.688139559,1,1,0,0.788956101,0.450652875,0
2016,Jordan,1.06760304,0.688139559,1,1,0,0.690664646,-0.128132622,0
2017,Jordan,0.879582767,0.692696024,1,1,0,0.533398318,0.674698874,1
2018,Jordan,0.785572631,0.578784397,1,1,0,0.356473699,0.674698874,1
2019,Jordan,1.06760304,0.615236118,1,1,0,0.513740027,0.618687374,1
2006,Kazakhstan,-0.624579413,-0.678799972,0,1,0,-0.10549614,-0.52021312,0
2007,Kazakhstan,-0.43655914,-0.678799972,0,1,0,-0.164471012,-0.52021312,1
2008,Kazakhstan,-0.342549004,-0.678799972,0,1,0,-0.01703383,1.066779372,1
2009,Kazakhstan,-0.530569277,-0.906623228,0,1,0,-0.115325285,1.066779372,1
2011,Kazakhstan,-1.094630094,-0.450976717,0,1,0,0.081257625,0.572011124,1
2012,Kazakhstan,-0.530569277,-0.223153462,0,1,0,0.228694807,0.450652875,1
2013,Kazakhstan,-0.154528732,-0.450976717,0,1,0,0.169719934,0.319959375,1
2014,Kazakhstan,-0.060518595,-0.678799972,0,1,0,0.238523953,0.319959375,1
2015,Kazakhstan,0.127501677,-0.906623228,0,1,0,0.199207371,0.394641375,1
2016,Kazakhstan,0.31552195,-0.678799972,0,1,0,0.228694807,0.245277376,1
2017,Kazakhstan,0.221511813,0.51043742,0,1,2,0.759468664,0.347965125,1
2018,Kazakhstan,0.221511813,0.505880955,0,1,2,0.76929781,0.077242877,1
2019,Kazakhstan,0.31552195,0.656244304,0,1,2,0.405619426,0.487993874,1
2006,Kenya,-0.718589549,0.232493049,0,1,0,-0.154641867,-0.968305118,0
2007,Kenya,-0.718589549,-0.223153462,0,1,0,-0.164471012,0.021231377,0
2008,Kenya,-0.624579413,-0.450976717,0,1,0,-0.193958449,0.021231377,0
2009,Kenya,-0.624579413,-0.678799972,0,1,0,-0.252933322,-0.277496622,0
2011,Kenya,-0.812599685,-0.678799972,0,1,0,-0.380712213,-0.184144122,0
2012,Kenya,-0.624579413,-0.678799972,0,1,0,-0.370883068,-0.753594369,0
2013,Kenya,-0.342549004,-0.678799972,0,1,0,-0.528149396,-0.753594369,0
2014,Kenya,-0.060518595,-0.678799972,0,1,0,-0.41019965,-0.184144122,0
2015,Kenya,-0.060518595,-0.678799972,0,1,0,-0.557636832,-1.005646118,0
2016,Kenya,0.221511813,-0.678799972,0,1,0,-0.370883068,-0.856282119,0
2017,Kenya,0.597552358,0.009226259,0,1,0,-0.764048888,-0.70691812,0
2018,Kenya,0.597552358,0.136807282,0,1,0,-0.646099142,-0.464201621,0
2019,Kenya,0.31552195,0.405638723,0,1,0,-0.60678256,-1.341715116,0
2006,Kuwait,-0.248538868,0.232493049,0,1,0,0.513740027,0.226606876,0
2007,Kuwait,-0.154528732,0.232493049,0,1,0,0.503910881,0.226606876,0
2008,Kuwait,-0.154528732,0.460316304,0,1,0,0.671006355,0.581346374,0
2009,Kuwait,0.221511813,0.232493049,0,1,0,0.425277717,0.581346374,0
2011,Kuwait,0.127501677,0.232493049,0,1,0,0.356473699,0.637357874,0
2012,Kuwait,0.221511813,0.232493049,0,1,0,0.120574207,0.637357874,0
2013,Kuwait,0.033491541,0.232493049,0,1,0,0.17954908,0.189265876,0
2014,Kuwait,-0.248538868,0.232493049,0,1,0,0.100915916,0.179930626,0
2015,Kuwait,-0.060518595,0.004669793,0,1,0,0.120574207,0.133254376,0
2016,Kuwait,0.033491541,0.004669793,0,1,0,0.140232498,0.226606876,0
2017,Kuwait,0.127501677,0.48309863,0,1,0,0.37613199,0.366635625,1
2018,Kuwait,0.221511813,0.323622351,0,1,0,0.09108677,0.403976625,1
2019,Kuwait,0.31552195,0.364630537,0,1,0,-0.046521267,0.394641375,1
2006,Kyrgyz.Republic,-1.18864023,-0.678799972,0,1,0,-0.026862976,0.151924876,0
2007,Kyrgyz.Republic,-0.906609822,-0.678799972,0,1,0,-0.10549614,0.618687374,1
2008,Kyrgyz.Republic,-1.000619958,-0.678799972,0,1,0,-0.01703383,0.618687374,1
2009,Kyrgyz.Republic,-1.282650367,-0.906623228,0,1,0,0.051770188,1.197472871,1
2011,Kyrgyz.Republic,-1.658690912,-0.906623228,0,1,0,-0.01703383,-1.080328118,1
2012,Kyrgyz.Republic,-1.658690912,-1.134446483,0,1,0,-0.10549614,-1.080328118,1
2013,Kyrgyz.Republic,-1.376660503,-1.134446483,0,1,0,-0.164471012,0.058572377,1
2014,Kyrgyz.Republic,-1.094630094,-1.134446483,0,1,0,-0.01703383,0.039901877,1
2015,Kyrgyz.Republic,-0.624579413,-1.134446483,0,1,0,0.002624461,0.506664374,1
2016,Kyrgyz.Republic,-0.342549004,-1.134446483,0,1,0,-0.164471012,0.021231377,1
2017,Kyrgyz.Republic,-0.43655914,0.273501235,0,1,0,-0.01703383,0.049237127,1
2018,Kyrgyz.Republic,-0.342549004,0.241605979,0,1,0,0.150061643,-0.025444873,1
2013,Lao.PDR,0.033491541,-1.362269738,0,1,0,-1.098239835,-1.500414366,0
2014,Lao.PDR,-0.154528732,-1.362269738,0,1,0,-0.990119234,-1.509749615,0
2015,Lao.PDR,-0.342549004,-1.362269738,0,1,0,-0.970460943,-1.509749615,0
2016,Lao.PDR,-0.154528732,-1.362269738,0,1,0,-1.127727271,-1.509749615,0
2017,Lao.PDR,0.033491541,-0.437307322,0,1,0,-0.71490316,-0.016109623,0
2018,Lao.PDR,0.033491541,-0.491984903,0,1,0,-0.754219742,-1.696454615,0
2019,Lao.PDR,0.221511813,-0.277831043,0,1,0,-0.380712213,0.656028374,0
